Title,Genre,Tags,cast,Rating,type
Spartacus,"Action, Adventure, Biography, Drama, History, Romance","TV Action & Adventure,US TV Programmes,TV Dramas,TV Programmes","Manu Bennett, Peter Mensah, Lucy Lawless, Daniel Feuerriegel",8.5,Series
Ripper Street,"Crime, Drama, Mystery","TV Mysteries,TV Dramas,TV Programmes,British TV Programmes,Police TV Shows","Adam Rothenberg, MyAnna Buring, Matthew Macfadyen, Jerome Flynn",8.1,Series
Space Racers,"Animation, Family, Sci-Fi","Education & Guidance,Kids TV,TV Cartoons,TV Programmes","Phil Lollar, Joey D'Auria, Rick Zieff, Meyer DeLeeuw",7.3,Series
Regular Show,"Animation, Short, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi","Teen TV Programmes,TV Comedies,Adult Animation,US TV Programmes,TV Programmes,Family Watch Together TV","Mark Hamill, Sam Marin, J.G. Quintel, William Salyers",8.4,Series
Pajanimals,"Family, Musical","Education & Guidance,Kids TV,TV Programmes",Victor Yerrid,7.3,Series
Pingu,"Animation, Short, Comedy, Family","Kids TV,TV Cartoons,TV Programmes","David Sant, Carlo Bonomi",7.4,Series
Pocoyo,"Animation, Comedy, Family","Education & Guidance,Kids TV,TV Programmes,TV Cartoons,Spanish TV Programmes","Stephen Fry, Alex Marty",7.5,Series
The Originals,"Drama, Fantasy, Horror, Mystery","US TV Programmes,TV Dramas,TV Programmes,TV Horror,TV Shows Based on Books","Daniel Gillies, Joseph Morgan, Phoebe Tonkin, Charles Michael Davis",8.2,Series
Chefs Table,Documentary,"US TV Programmes,TV Programmes,Reality TV,Documentaries","Massimo Bottura, Bill Buford, Lara Gilmore, Dan Barber",8.6,Series
Z Nation,"Action, Comedy, Drama, Horror, Romance, Sci-Fi","TV Action & Adventure,US TV Programmes,TV Programmes,TV Horror","Russell Hodgkinson, Nat Zang, Kellita Smith, Keith Allan",6.7,Series
Naruto,"Animation, Action, Adventure, Comedy, Fantasy","Anime,Teen TV Programmes,Anime Fantasies,TV Programmes,Anime Series,Anime Action Films,Japanese TV Programmes,Sci-Fi & Fantasy Anime,Family Watch Together TV,TV Programmes Based on Manga,Anime Based on Comics,Martial Arts Anime,Shounen Anime,TV Shows Based on Comics","Kate Higgins, Maile Flanagan, Chie Nakamura, Junko Takeuchi",8.3,Series
Naruto Shippuden,"Animation, Action, Adventure, Comedy, Drama, Fantasy","Anime,TV Programmes,Anime Series,Anime Action Films,Japanese TV Programmes,TV Programmes Based on Manga,Anime Based on Comics,Martial Arts Anime,Shounen Anime","Kate Higgins, Maile Flanagan, Chie Nakamura, Junko Takeuchi",8.6,Series
The Musketeers,"Adventure, Drama","TV Action & Adventure,TV Dramas,TV Programmes,British TV Programmes","Santiago Cabrera, Luke Pasqualino, Tom Burke, Howard Charles",7.8,Series
Madoka Magica,"Animation, Drama, Fantasy, Mystery, Thriller","Anime,Anime Dramas,Anime Fantasies,TV Programmes,Anime Series,Action Anime,Japanese TV Shows,Sci-Fi & Fantasy Anime","Chiwa Saitô, Emiri Kato, Christine Marie Cabanos, Aoi Yûki",8.3,Series
Mighty Morphin Power Rangers,"Action, Adventure, Family, Fantasy, Sci-Fi","Kids TV,TV Programmes","Richard Steven Horvitz, Ed Neil, David J. Fielding, David Yost",6.5,Series
The Spectacular Spider-Man,"Animation, Action, Adventure, Comedy, Sci-Fi","Kids TV,TV Cartoons,TV Programmes","Lacey Chabert, Grey Griffin, Joshua LeBar, Josh Keaton",8.2,Series
Mister Maker,Family,"Education & Guidance,Kids TV,TV Programmes,British TV Programmes",Phil Gallagher,6.9,Series
Merlin,"Adventure, Drama, Fantasy","TV Action & Adventure,TV Dramas,TV Programmes,British TV Programmes,TV Sci-Fi & Fantasy,Fantasy TV Shows","Bradley James, John Hurt, Richard Wilson, Colin Morgan",7.9,Series
Magi: The Labyrinth of Magic,"Animation, Action, Adventure, Comedy, Fantasy","Anime,Anime Fantasies,TV Programmes,Anime Series,Anime Action Films,Japanese TV Programmes,Sci-Fi & Fantasy Anime,Shounen Anime,TV Programmes Based on Manga,Anime Based on Comics","Haruka Tomatsu, Erik Scott Kimerer, Yûki Kaji, Kaori Ishihara",7.8,Series
Luther,"Crime, Drama, Mystery, Thriller","TV Mysteries,TV Dramas,TV Programmes,British TV Programmes,Police TV Shows,Crime TV Dramas,TV Thrillers","Michael Smiley, Warren Brown, Idris Elba, Dermot Crowley",8.5,Series
The Little Lulu Show,"Animation, Comedy, Family","Kids TV,TV Cartoons,TV Programmes,Canadian TV Programmes,TV Shows Based on Comics","Dawn Ford, Tracey Ullman, Jane Woods, Ajay Fry",7.0,Series
Pretty Little Liars,"Drama, Mystery, Romance, Thriller","Teen TV Programmes,TV Mysteries,US TV Programmes,TV Dramas,TV Programmes,Crime TV Dramas,TV Shows Based on Books,Romantic TV Dramas","Troian Bellisario, Ashley Benson, Lucy Hale, Shay Mitchell",7.4,Series
Life on Mars (U.K.),"Crime, Drama, Mystery, Sci-Fi","TV Programmes,TV Dramas,Crime TV Dramas,British TV Shows,Sci-Fi TV","Philip Glenister, Liz White, Dean Andrews, John Simm",8.3,Series
My Little Monster,"Animation, Comedy, Romance","Anime,Anime Comedies,TV Programmes,Anime Series,Teen TV Shows,Japanese TV Shows,Romance Anime,School Anime,TV Shows Based on Manga","Haruka Tomatsu, Tatsuhisa Suzuki, Ryôta Ôsaka, Atsumi Tanezaki",7.3,Series
Wild Kratts,"Animation, Adventure, Comedy, Family","Education & Guidance,Kids TV,Animal Tales,TV Cartoons,TV Programmes","Jonathan Malen, Athena Karkanis, Chris Kratt, Martin Kratt",7.7,Series
Kill la Kill,"Animation, Action, Comedy, Drama, Sci-Fi","Anime,Anime Sci-Fi Films,TV Programmes,Anime Series,Anime Action Films,Japanese TV Shows,Sci-Fi & Fantasy Anime,School Anime","Ami Koshimizu, Aya Suzaki, Toshihiko Seki, Shin'ichirô Miki",7.9,Series
The Legend of Korra,"Animation, Action, Adventure, Comedy, Drama, Family, Fantasy, Sci-Fi","Teen TV Programmes,Kids TV,TV Cartoons,TV Programmes,Fantasy TV Shows,Family Watch Together TV","Janet Varney, Jeff Bennett, Dee Bradley Baker, P.J. Byrne",8.4,Series
Unbreakable Kimmy Schmidt,Comedy,"TV Comedies,US TV Programmes,TV Programmes","Tituss Burgess, Ellie Kemper, Jane Krakowski, Carol Kane",7.6,Series
Justin Time,"Animation, Adventure, Family","Education & Guidance,Kids TV,TV Cartoons,TV Programmes","Gage Munroe, Jenna Warren, Drew Davis, Scott McCord",6.6,Series
Jericho,"Action, Drama, Mystery, Sci-Fi","TV Action & Adventure,TV Mysteries,TV Dramas,US TV Programmes,TV Programmes,TV Sci-Fi & Fantasy","Lennie James, Ashley Scott, Skeet Ulrich, Kenneth Mitchell",7.9,Series
Playful Kiss,"Comedy, Romance","TV Comedies,TV Dramas,TV Programmes","Hye-Young Jung, Tae-Sung Lee, Jung So-Min, Kim Hyun-joong",7.1,Series
Terror in Resonance,"Animation, Drama, Mystery, Thriller","Anime,TV Programmes,Anime Series,Police TV Shows,TV Thrillers,Mystery & Thriller Anime,Japanese TV Shows","Kaito Ishikawa, Shunsuke Sakuya, Sôma Saitô, Atsumi Tanezaki",7.9,Series
"Its Okay, Thats Love","Comedy, Drama, Romance","TV Dramas,TV Programmes,Romantic TV Dramas,Korean TV Shows","Jin Kyung, Kwang-Soo Lee, Dong-il Sung, Kyung-soo Do",8.3,Series
iCarly,"Comedy, Family, Romance","Kids TV,TV Programmes,TV Comedies,Kids Music,Family Watch Together TV","Miranda Cosgrove, Jerry Trainor, Jennette McCurdy, Nathan Kress",6.6,Series
Lilyhammer,"Comedy, Crime, Drama","TV Comedies,US TV Programmes,TV Dramas,TV Programmes,Police TV Shows,Crime TV Dramas","Steinar Sagen, Trond Fausa, Steven Van Zandt, Marian Saastad Ottesen",8.0,Series
Secret Garden,"Comedy, Drama, Fantasy, Romance","TV Comedies,TV Dramas,TV Programmes,TV Sci-Fi & Fantasy,Romantic TV Dramas,Korean TV Shows,Fantasy TV Shows,Romantic Favourites,Romantic TV Comedies","Yoon Sang-Hyun, Sa-rang Kim, Hyun Bin, Ha Ji-Won",8.2,Series
Gurren Lagann,"Animation, Action, Adventure, Comedy, Drama, Sci-Fi","Anime,Anime Sci-Fi Films,Anime Comedies,TV Programmes,Anime Series,Anime Action Films,Japanese TV Programmes,Sci-Fi & Fantasy Anime","Steve Blum, Johnny Yong Bosch, Kana Asumi, Yuri Lowenthal",8.3,Series
Gin Tama,"Animation, Action, Comedy, Sci-Fi","Anime,Anime Sci-Fi Films,Anime Comedies,Alien Sci-Fi,TV Programmes,Anime Series,Anime Action Films,Japanese TV Shows,Sci-Fi & Fantasy Anime,Shounen Anime,TV Shows Based on Manga,TV Shows Based on Comics","Tomokazu Sugita, Kazuya Nakai, Daisuke Sakaguchi, Rie Kugimiya",8.6,Series
Hemlock Grove,"Drama, Horror, Mystery, Thriller","TV Mysteries,US TV Programmes,TV Programmes,TV Horror,TV Shows Based on Books","Famke Janssen, Joel de la Fuente, Bill Skarsgård, Landon Liboiron",7.1,Series
Top Gear,"Adventure, Comedy, Reality-TV, Talk-Show","Sports & Fitness,TV Programmes,British TV Programmes,Reality TV,Science & Nature TV","Richard Hammond, Jeremy Clarkson, The Stig, James May",8.7,Series
The Get Down,"Drama, Music, Musical",,"Herizen F. Guardiola, Skylan Brooks, Justice Smith, Shameik Moore",8.3,Series
LEGO Ninjago: Masters of Spinjitzu,"Animation, Action","Kids TV,TV Cartoons,TV Programmes,Scandinavian TV Shows,Danish TV Shows","Joachim Caspers, Celine Medtlek, Alex Medtlek, Phillip Radon",7.4,Series
Grace and Frankie,Comedy,"TV Comedies,US TV Programmes,TV Dramas,TV Programmes","Lily Tomlin, Jane Fonda, Sam Waterston, Martin Sheen",8.3,Series
Misfits,"Comedy, Drama, Fantasy, Romance, Sci-Fi","TV Dramas,TV Programmes,British TV Programmes,TV Sci-Fi & Fantasy,TV Thrillers,Sci-Fi TV","Nathan Stewart-Jarrett, Iwan Rheon, Joseph Gilgun, Lauren Socha",8.2,Series
Fated to Love You,"Comedy, Romance","TV Comedies,TV Dramas,TV Programmes,Romantic TV Comedies,Korean TV Shows","Choi Jin-Hyuk, Jang Hyuk, Dae-chul Choi, Jang Na-ra",7.9,Series
The Fairly OddParents,"Animation, Adventure, Comedy, Family, Fantasy","Kids TV,TV Cartoons,TV Programmes","Carlos Alazraqui, Susanne Blakeslee, Daran Norris, Tara Strong",7.2,Series
Transformers Prime,"Animation, Action, Adventure, Comedy, Drama, Family, Sci-Fi","Kids TV,TV Cartoons,TV Programmes","Peter Cullen, Sumalee Montano, Jeffrey Combs, Frank Welker",7.9,Series
My Little Pony: Friendship Is Magic,"Animation, Adventure, Comedy, Drama, Family, Fantasy, Musical, Sci-Fi","Kids TV,Animal Tales,TV Cartoons,TV Programmes","Tabitha St. Germain, Ashleigh Ball, Andrea Libman, Tara Strong",7.6,Series
The Fall,"Crime, Drama, Thriller","TV Dramas,TV Programmes,British TV Programmes,Police TV Shows,Crime TV Dramas,TV Thrillers","Gillian Anderson, Jamie Dornan, John Lynch, Aisling Franciosi",8.2,Series
Fate/Zero,"Animation, Action, Drama, Fantasy, Thriller","Anime,Anime Fantasies,TV Programmes,Anime Series,Anime Action Films,Japanese TV Shows,Sci-Fi & Fantasy Anime,Anime based on a Video Game","Kari Wahlgren, Ayako Kawasumi, Jôji Nakata, Sayaka Ôhara",8.3,Series
Friends,"Comedy, Romance","TV Comedies,US TV Programmes,TV Programmes,Sitcoms","Courteney Cox, Lisa Kudrow, Jennifer Aniston, Matt LeBlanc",8.9,Series
Line of Duty,"Crime, Drama, Mystery, Thriller","TV Dramas,TV Programmes,British TV Programmes,Police TV Shows,Crime TV Dramas,TV Thrillers","Vicky McClure, Adrian Dunbar, Craig Parkinson, Martin Compston",8.7,Series
Doctor Stranger,"Action, Drama, Romance","TV Dramas,TV Programmes,Romantic TV Dramas,Korean TV Shows,TV Shows Based on Books","Ho-jin Chun, In-gi Jeong, Lee Jong-Suk, Se-Yeon Jin",7.4,Series
Good Doctor,"Drama, Romance","TV Dramas,TV Programmes,Korean TV Shows","Joo Won, Chae-Won Moon, Sang-uk Joo",8.1,Series
Death in Paradise,"Comedy, Crime, Drama, Mystery, Thriller","TV Comedies,Crime TV Dramas,TV Mysteries,British TV Comedies,TV Dramas,TV Programmes,British TV Programmes,Crime TV Programmes,TV Comedy Dramas,British TV Dramas","Tobi Bakare, Don Warrington, Danny John-Jules, Elizabeth Bourgine",7.8,Series
Doraemon,"Animation, Adventure, Comedy, Drama, Family, Fantasy, Sci-Fi, Sport","Anime,Kids TV,TV Programmes,Anime Series,Japanese Kids&#39; TV,Kids&#39; Anime,Slice of Life Anime,Family Watch Together TV,Anime Based on Comics","Noriko Ohara, Nobuyo Ôyama, Michiko Nomura, Kazuya Tatekabe",7.9,Series
Walking with Dinosaurs,"Documentary, Animation, History","TV Programmes,Children & Family Films,Films for ages 8 to 10,British TV Programmes,Documentaries,Science & Nature Docs,Docuseries,Science & Nature TV,Family Watch Together TV",Kenneth Branagh,8.5,Series
Derek,"Comedy, Drama","TV Comedies,TV Dramas,TV Programmes,British TV Programmes","David Earl, Tim Barlow, Ricky Gervais, Kerry Godliman",8.0,Series
Total Drama,"Animation, Action, Comedy, Drama, Family","Kids TV,TV Cartoons,TV Programmes,Comedy Programmes,Canadian TV Programmes,Family Watch Together TV","Rachel Wilson, Drew Nelson, Clé Bennett, Christian Potenza",7.2,Series
DreamWorks How to Train Your Dragon Legends,"Animation, Adventure, Comedy, Family, Fantasy","Kids TV,TV Cartoons,TV Programmes,Fantasy TV Shows,TV Shows Based on Books,Family Watch Together TV","Gerard Butler, Jay Baruchel",7.7,Series
RuPauls Drag Race,"Game-Show, Reality-TV","US TV Programmes,TV Programmes,Reality TV,Competition Reality TV","Michelle Visage, Santino Rice, RuPaul",8.4,Series
Turbo FAST,"Animation, Action, Comedy, Family, Sci-Fi, Sport","Kids TV,TV Cartoons,TV Programmes","Eric Bauza, Reid Scott, Mike Bell, John Eric Bentley",6.6,Series
La Reina del Sur,"Action, Crime, Drama, Thriller","TV Dramas,TV Programmes,Latin American TV Shows","Humberto Zurita, Alejandro Calva, Carmen Navarro, Kate del Castillo",8.0,Series
The Walking Dead,"Drama, Horror, Thriller","TV Action & Adventure,TV Dramas,US TV Programmes,TV Programmes,TV Sci-Fi & Fantasy,TV Horror,TV Shows Based on Comics","Lauren Cohan, Norman Reedus, Melissa McBride, Danai Gurira",8.2,Series
The Vampire Diaries,"Drama, Fantasy, Horror, Mystery, Romance, Thriller","Teen TV Programmes,US TV Programmes,TV Dramas,TV Programmes,TV Sci-Fi & Fantasy,Fantasy TV Programmes,TV Programmes Based on Books","Kat Graham, Paul Wesley, Ian Somerhalder, Candice King",7.7,Series
Death Note,"Animation, Crime, Drama, Fantasy, Mystery, Thriller","Anime,Anime Dramas,Anime Fantasies,TV Programmes,Anime Series,Anime Action Films,Anime Horror Films,Japanese TV Programmes,Horror Programmes,TV Thrillers,Shounen Anime,TV Programmes Based on Manga,Mystery & Thriller Anime","Vincent Tong, Ryô Naitô, Brad Swaile, Mamoru Miyano",9.0,Series
Marvels Daredevil,"Action, Crime, Drama, Fantasy, Sci-Fi, Thriller","TV Action & Adventure,US TV Programmes,TV Programmes,Police TV Shows","Elden Henson, Charlie Cox, Deborah Ann Woll, Vincent D'Onofrio",8.6,Series
Coffee Prince,"Comedy, Drama, Romance","TV Comedies,TV Dramas,TV Programmes,Romantic TV Comedies,Romantic TV Dramas,Korean TV Shows,Romantic Favorites,TV Shows Based on Books","Lee Sun-kyun, Gong Yoo, Yun Eun-hye, Jeong-an Chae",8.2,Series
Cunning Single Lady,"Comedy, Romance","TV Comedies,TV Programmes,Romantic TV Comedies,Korean TV Shows","Seo Kang-Joon, Sang-uk Joo, Lee Min-Jung, Gyu-ri Kim",7.6,Series
Saint Seiya: The Lost Canvas,"Animation, Action, Adventure, Fantasy","Anime,Anime Fantasies,TV Programmes,Anime Series,Anime Action Films,Japanese TV Shows,TV Shows Based on Manga,Historical Anime,Shounen Anime,Sci-Fi & Fantasy Anime","Cristina Valenzuela, Beau Billingslea, Luciana Baroli, Ray Chase",8.2,Series
Captain Tsubasa,"Animation, Adventure, Drama, Sport","Anime,Kids TV,TV Programmes,Anime Series,Anime Action Films,Japanese TV Programmes,Shounen Anime,TV Programmes Based on Manga","Rica Matsumoto, Akira Ishida, Kikuko Inoue, Kenichi Suzumura",7.8,Series
El Senor de los cielos,"Action, Crime, Drama, Romance, Thriller","TV Soaps,TV Dramas,TV Programmes,Crime TV Soaps,Latin American TV Shows,Action & Adventure Programmes,Crime TV Dramas,Mexican TV Programmes","Fernanda Castillo, Rafael Amaya, Carmen Aub, Lisa Owen",6.8,Series
Saint Seiya: The Hades Chapter,"Animation, Action, Adventure, Fantasy","Anime,Anime Fantasies,TV Programmes,Anime Series,Anime Action Films,Japanese TV Shows,Sci-Fi & Fantasy Anime,TV Shows Based on Manga,Shounen Anime","Maaya Sakamoto, Masakazu Morita, Takumi Yamazaki, Katsuyuki Konishi",8.5,Series
El Cartel,"Action, Crime, Drama, Thriller","TV Dramas,TV Programmes,Latin American TV Shows,Police TV Shows,Action & Adventure Programmes,Crime TV Dramas,TV Programmes Based on Books,Colombian TV Shows","Felipe Castilla, Manolo Cardona, Jesus Chaver, Vivian Ossa",8.2,Series
The Legend of Bruce Lee,"Action, Biography, Drama","TV Action & Adventure,TV Dramas,TV Programmes,Chinese  Programmes","Danny Kwok-Kwan Chan, Ted Duran, Michelle Lang",7.0,Series
The Magic School Bus,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi","Education & Guidance,Kids TV,TV Cartoons,TV Programmes,TV Shows Based on Books","Lily Tomlin, Daniel DeSanto, Tara Meyer, Erica Luttrell",7.8,Series
Gu Family Book,"Action, Comedy, Fantasy, Romance","Asian Action Films,TV Action & Adventure,TV Dramas,Epics,TV Programmes,Korean TV Programmes,Korean TV Dramas,TV Sci-Fi & Fantasy,Martial Arts Films,Period Pieces,Romantic TV Dramas,Fantasy TV Shows","Hee-won Kim, Sung-Jae Lee, Jo Sung-ha, Hye-Young Jung",8.0,Series
Trailer Park Boys,"Comedy, Crime","TV Comedies,Mockumentaries,TV Programmes","Robb Wells, John Paul Tremblay, John Dunsworth, Mike Smith",8.4,Series
BoJack Horseman,"Animation, Comedy, Drama","TV Comedies,Adult Animation,US TV Programmes,TV Programmes","Amy Sedaris, Aaron Paul, Will Arnett, Alison Brie",8.7,Series
Orphan Black,"Action, Drama, Sci-Fi","TV Mysteries,TV Dramas,TV Programmes,TV Sci-Fi & Fantasy,Canadian TV Shows,TV Thrillers,Sci-Fi TV","Kristian Bruun, Tatiana Maslany, Jordan Gavaris, Maria Doyle Kennedy",8.3,Series
Bitten,"Drama, Fantasy, Horror, Mystery","TV Dramas,TV Programmes,TV Sci-Fi & Fantasy,TV Horror,Canadian TV Shows,Fantasy TV Shows,TV Shows Based on Books","Steve Lund, Greyston Holt, Greg Bryk, Laura Vandervoort",7.0,Series
Boys Over Flowers,"Comedy, Drama, Romance","TV Comedies,Teen TV Programmes,TV Dramas,TV Programmes,TV Teen Dramas,Korean TV Programmes,TV Comedy Dramas,Korean TV Dramas,Romantic TV Dramas,Social Issue TV Dramas,TV Shows Based on Manga,TV Shows Based on Comics","Kim Bum, Ku Hye-Sun, Lee Min-Ho, Kim Hyun-joong",7.9,Series
Goosebumps,"Family, Fantasy, Horror, Mystery, Thriller","Kids TV,TV Programmes,Canadian TV Shows,TV Shows Based on Books","Kathryn Short, R.L. Stine, Cody Jones, Scott Wickware",7.7,Series
Orange Is the New Black,"Comedy, Crime, Drama","TV Comedies,US TV Programmes,TV Dramas,TV Programmes","Taylor Schilling, Kate Mulgrew, Danielle Brooks, Uzo Aduba",8.1,Series
Bleach,"Animation, Action, Adventure, Fantasy","Anime,Anime Fantasies,TV Programmes,Anime Series,Anime Action Films,Japanese TV Shows,Sci-Fi & Fantasy Anime,Shounen Anime,TV Shows Based on Manga,TV Shows Based on Comics","Michelle Ruff, Johnny Yong Bosch, Jamieson Price, Stephanie Sheh",8.1,Series
The Borgias,"Crime, Drama, History, Romance","TV Dramas,TV Programmes,Period Pieces,Political TV Shows,Canadian TV Shows","Jeremy Irons, Peter Sullivan, François Arnaud, Holliday Grainger",7.9,Series
Barbie Life in the Dreamhouse,"Animation, Short, Comedy, Family","Kids TV,TV Cartoons,TV Programmes","Haviland Stillwell, Kate Higgins, Sean Hankinson, Paula Rhodes",7.3,Series
"Yo Soy Betty, La Fea","Comedy, Drama, Romance","TV Soaps,TV Dramas,TV Programmes,Latin American TV Shows","Lorna Cepeda, Jorge Enrique Abello, Ana María Orozco, Natalia Ramírez",8.2,Series
Bloodline,"Drama, Thriller","TV Mysteries,US TV Programmes,TV Dramas,TV Programmes","Norbert Leo Butz, Jacinda Barrett, Kyle Chandler, Linda Cardellini",8.0,Series
SpongeBob SquarePants,"Animation, Comedy, Family, Fantasy","Kids TV,TV Cartoons,TV Programmes,TV Comedies","Bill Fagerbakke, Clancy Brown, Tom Kenny, Rodger Bumpass",8.2,Series
Better Call Saul,"Crime, Drama","TV Comedies,US TV Programmes,TV Dramas,TV Programmes,Crime TV Dramas","Jonathan Banks, Patrick Fabian, Rhea Seehorn, Bob Odenkirk",8.7,Series
